,SUMMONS,PRECINCT,VIOLATION,DESCRIPTION,TIME,ts_month,ts,dstring,ohe_codes,ohe_pct,features,normFeatures,Quantile,pcaFeatures
0,1472275238,110,10,NO STOPPING-DAY/TIME LIMITS,0632P,7,07142021,22.0,"(99,[10],[1.0])","(123,[110],[1.0])","(224,[0,1,112,135],[1472275238.0,22.0,1.0,1.0])","(224,[0,1,112,135],[0.9999999836987005,1.4942857879792318e-08,6.792208127178326e-10,6.792208127178326e-10])",29.0,"[-1472275237.99996,-336.719975273482,-33.15124289011559,31.093656235778802]"
1,1472275240,110,10,NO STOPPING-DAY/TIME LIMITS,0632P,7,07142021,22.0,"(99,[10],[1.0])","(123,[110],[1.0])","(224,[0,1,112,135],[1472275240.0,22.0,1.0,1.0])","(224,[0,1,112,135],[0.9999999836987005,1.494285785949332e-08,6.792208117951508e-10,6.792208117951508e-10])",29.0,"[-1472275239.99996,-336.71997570102957,-33.15124293603693,31.093656278700266]"
2,1462146922,6,10,NO STOPPING-DAY/TIME LIMITS,0803P,6,06142021,22.0,"(99,[10],[1.0])","(123,[6],[1.0])","(224,[0,1,8,135],[1462146922.0,22.0,1.0,1.0])","(224,[0,1,8,135],[0.9999999835857811,1.5046367302674653e-08,6.839257864852114e-10,6.839257864852114e-10])",3.0,"[-1462146921.9999602,-334.564774944271,-33.242447045147166,31.125461237883293]"
3,1462147057,6,10,NO STOPPING-DAY/TIME LIMITS,0454P,7,07102021,22.0,"(99,[10],[1.0])","(123,[6],[1.0])","(224,[0,1,8,135],[1462147057.0,22.0,1.0,1.0])","(224,[0,1,8,135],[0.9999999835857827,1.504636591344397e-08,6.839257233383623e-10,6.839257233383623e-10])",3.0,"[-1462147056.9999602,-334.564803803729,-33.24245014483743,31.12546413508202]"
4,1462147069,6,10,NO STOPPING-DAY/TIME LIMITS,0504P,7,07022021,22.0,"(99,[10],[1.0])","(123,[6],[1.0])","(224,[0,1,8,135],[1462147069.0,22.0,1.0,1.0])","(224,[0,1,8,135],[0.9999999835857828,1.5046365789956812e-08,6.839257177253096e-10,6.839257177253096e-10])",3.0,"[-1462147068.9999602,-334.56480636901415,-33.24245042036545,31.125464392610795]"
5,1457734000,46,14,NO STANDING-DAY/TIME LIMITS,1046A,7,07022021,2.0,"(99,[14],[1.0])","(123,[46],[1.0])","(224,[0,1,48,139],[1457734000.0,2.0,1.0,1.0])","(224,[0,1,48,139],[0.9999999972560152,1.3719924173491394e-09,6.859962086745697e-10,6.859962086745697e-10])",13.0,"[-1457733999.9999645,-313.6169517890802,-33.53948082090134,31.792273554662266]"
6,1457734011,46,14,NO STANDING-DAY/TIME LIMITS,1058A,7,07022021,2.0,"(99,[14],[1.0])","(123,[46],[1.0])","(224,[0,1,48,139],[1457734011.0,2.0,1.0,1.0])","(224,[0,1,48,139],[0.9999999972560152,1.371992406996142e-09,6.85996203498071e-10,6.85996203498071e-10])",13.0,"[-1457734010.9999645,-313.6169541405916,-33.53948107346869,31.79227379073031]"
7,1458019159,60,14,NO STANDING-DAY/TIME LIMITS,0700P,7,07222021,2.0,"(99,[14],[1.0])","(123,[60],[1.0])","(224,[0,1,62,139],[1458019159.0,2.0,1.0,1.0])","(224,[0,1,62,139],[0.9999999972565519,1.3717240834371667e-09,6.858620417185834e-10,6.858620417185834e-10])",14.0,"[-1458019158.9999645,-313.67792059884295,-33.57053557487324,31.82270960234499]"
8,1459587674,109,14,NO STANDING-DAY/TIME LIMITS,0216P,7,07212021,2.0,"(99,[14],[1.0])","(123,[109],[1.0])","(224,[0,1,111,139],[1459587674.0,2.0,1.0,1.0])","(224,[0,1,111,139],[0.9999999972595001,1.3702499891890702e-09,6.851249945945351e-10,6.851249945945351e-10])",28.0,"[-1459587673.9999645,-314.01229084349893,-33.56528138384783,31.694001466997832]"
9,1460741882,60,14,NO STANDING-DAY/TIME LIMITS,0925A,6,06292021,2.0,"(99,[14],[1.0])","(123,[60],[1.0])","(224,[0,1,62,139],[1460741882.0,2.0,1.0,1.0])","(224,[0,1,62,139],[0.9999999972616654,1.3691672835347175e-09,6.845836417673588e-10,6.845836417673588e-10])",14.0,"[-1460741881.9999645,-314.2599673394502,-33.63305111534405,31.881141229057416]"
10,1460912860,18,14,NO STANDING-DAY/TIME LIMITS,1116P,7,07072021,2.0,"(99,[14],[1.0])","(123,[18],[1.0])","(224,[0,1,20,139],[1460912860.0,2.0,1.0,1.0])","(224,[0,1,20,139],[0.999999997261986,1.3690070429826812e-09,6.845035214913406e-10,6.845035214913406e-10])",6.0,"[-1460912859.9999645,-314.2966954733462,-33.622888713735165,31.873207196433597]"
11,1460912871,18,14,NO STANDING-DAY/TIME LIMITS,1054P,7,07072021,2.0,"(99,[14],[1.0])","(123,[18],[1.0])","(224,[0,1,20,139],[1460912871.0,2.0,1.0,1.0])","(224,[0,1,20,139],[0.999999997261986,1.3690070326746898e-09,6.845035163373449e-10,6.845035163373449e-10])",6.0,"[-1460912870.9999645,-314.2966978248575,-33.62288896630252,31.87320743250164]"
12,1460912937,18,14,NO STANDING-DAY/TIME LIMITS,0222A,7,07102021,2.0,"(99,[14],[1.0])","(123,[18],[1.0])","(224,[0,1,20,139],[1460912937.0,2.0,1.0,1.0])","(224,[0,1,20,139],[0.9999999972619861,1.3690069708267442e-09,6.845034854133721e-10,6.845034854133721e-10])",6.0,"[-1460912936.9999645,-314.2967119339259,-33.62289048170665,31.873208848909908]"
13,1472292418,110,14,NO STANDING-DAY/TIME LIMITS,1134P,7,07142021,2.0,"(99,[14],[1.0])","(123,[110],[1.0])","(224,[0,1,112,139],[1472292418.0,2.0,1.0,1.0])","(224,[0,1,112,139],[0.9999999972831484,1.3584257924000915e-09,6.792128962000458e-10,6.792128962000458e-10])",29.0,"[-1472292417.9999642,-316.72524605290545,-33.54083965655337,31.839162981556946]"
14,1472321613,110,14,NO STANDING-DAY/TIME LIMITS,0620P,7,07152021,2.0,"(99,[14],[1.0])","(123,[110],[1.0])","(224,[0,1,112,139],[1472321613.0,2.0,1.0,1.0])","(224,[0,1,112,139],[0.9999999972832023,1.358398855866286e-09,6.79199427933143e-10,6.79199427933143e-10])",29.0,"[-1472321612.9999642,-316.73148717790866,-33.54150999327292,31.839789527607305]"
15,1461550610,109,14,NO STANDING-DAY/TIME LIMITS,0130A,6,06262021,2.0,"(99,[14],[1.0])","(123,[109],[1.0])","(224,[0,1,111,139],[1461550610.0,2.0,1.0,1.0])","(224,[0,1,111,139],[0.9999999972631807,1.3684096745212e-09,6.842048372606e-10,6.842048372606e-10])",28.0,"[-1461550609.9999645,-314.4319150582357,-33.61035170681114,31.7361275090566]"
16,1462125025,122,14,NO STANDING-DAY/TIME LIMITS,0415P,6,06272021,2.0,"(99,[14],[1.0])","(123,[122],[1.0])","(224,[0,1,124,139],[1462125025.0,2.0,1.0,1.0])","(224,[0,1,124,139],[0.9999999972642558,1.367872076827706e-09,6.83936038413853e-10,6.83936038413853e-10])",36.0,"[-1462125024.9999645,-314.55791441257384,-33.64417902718203,31.89447011966821]"
17,1462129018,10,14,NO STANDING-DAY/TIME LIMITS,1031A,6,06302021,2.0,"(99,[14],[1.0])","(123,[10],[1.0])","(224,[0,1,12,139],[1462129018.0,2.0,1.0,1.0])","(224,[0,1,12,139],[0.9999999972642634,1.3678683412386298e-09,6.839341706193149e-10,6.839341706193149e-10])",4.0,"[-1462129017.9999645,-314.5548069206478,-33.69209988621872,32.07958420300866]"
18,1462129031,10,14,NO STANDING-DAY/TIME LIMITS,1026A,6,06292021,2.0,"(99,[14],[1.0])","(123,[10],[1.0])","(224,[0,1,12,139],[1462129031.0,2.0,1.0,1.0])","(224,[0,1,12,139],[0.9999999972642634,1.3678683290767152e-09,6.839341645383576e-10,6.839341645383576e-10])",4.0,"[-1462129030.9999645,-314.55480969970677,-33.692100184707414,32.07958448199817]"
19,1462129043,10,14,NO STANDING-DAY/TIME LIMITS,1054A,6,06252021,2.0,"(99,[14],[1.0])","(123,[10],[1.0])","(224,[0,1,12,139],[1462129043.0,2.0,1.0,1.0])","(224,[0,1,12,139],[0.9999999972642634,1.3678683178503327e-09,6.839341589251663e-10,6.839341589251663e-10])",4.0,"[-1462129042.9999645,-314.5548122649919,-33.69210046023544,32.07958473952694]"
20,1462129067,10,14,NO STANDING-DAY/TIME LIMITS,1029A,6,06302021,2.0,"(99,[14],[1.0])","(123,[10],[1.0])","(224,[0,1,12,139],[1462129067.0,2.0,1.0,1.0])","(224,[0,1,12,139],[0.9999999972642634,1.3678682953975681e-09,6.839341476987841e-10,6.839341476987841e-10])",4.0,"[-1462129066.9999645,-314.5548173955622,-33.692101011291484,32.079585254584494]"
21,1462129079,10,14,NO STANDING-DAY/TIME LIMITS,1027A,6,06302021,2.0,"(99,[14],[1.0])","(123,[10],[1.0])","(224,[0,1,12,139],[1462129079.0,2.0,1.0,1.0])","(224,[0,1,12,139],[0.9999999972642635,1.3678682841711862e-09,6.839341420855931e-10,6.839341420855931e-10])",4.0,"[-1462129078.9999645,-314.55481996084734,-33.6921012868195,32.07958551211327]"
22,1462129080,10,14,NO STANDING-DAY/TIME LIMITS,1026A,6,06302021,2.0,"(99,[14],[1.0])","(123,[10],[1.0])","(224,[0,1,12,139],[1462129080.0,2.0,1.0,1.0])","(224,[0,1,12,139],[0.9999999972642635,1.3678682832356544e-09,6.839341416178272e-10,6.839341416178272e-10])",4.0,"[-1462129079.9999645,-314.5548201746211,-33.69210130978017,32.079585533574]"
23,1462129171,10,14,NO STANDING-DAY/TIME LIMITS,1051A,6,06252021,2.0,"(99,[14],[1.0])","(123,[10],[1.0])","(224,[0,1,12,139],[1462129171.0,2.0,1.0,1.0])","(224,[0,1,12,139],[0.9999999972642636,1.367868198102264e-09,6.83934099051132e-10,6.83934099051132e-10])",4.0,"[-1462129170.9999645,-314.55483962803356,-33.69210339920102,32.07958748650055]"
24,1462129195,10,14,NO STANDING-DAY/TIME LIMITS,1033A,6,06252021,2.0,"(99,[14],[1.0])","(123,[10],[1.0])","(224,[0,1,12,139],[1462129195.0,2.0,1.0,1.0])","(224,[0,1,12,139],[0.9999999972642637,1.3678681756495037e-09,6.839340878247518e-10,6.839340878247518e-10])",4.0,"[-1462129194.9999645,-314.55484475860385,-33.692103950257064,32.0795880015581]"
25,1462129201,10,14,NO STANDING-DAY/TIME LIMITS,1031A,6,06252021,2.0,"(99,[14],[1.0])","(123,[10],[1.0])","(224,[0,1,12,139],[1462129201.0,2.0,1.0,1.0])","(224,[0,1,12,139],[0.9999999972642637,1.3678681700363135e-09,6.839340850181568e-10,6.839340850181568e-10])",4.0,"[-1462129200.9999645,-314.55484604124644,-33.692104088021075,32.079588130322485]"
26,1462132017,10,14,NO STANDING-DAY/TIME LIMITS,1032A,6,06162021,2.0,"(99,[14],[1.0])","(123,[10],[1.0])","(224,[0,1,12,139],[1462132017.0,2.0,1.0,1.0])","(224,[0,1,12,139],[0.9999999972642689,1.367865535584218e-09,6.83932767792109e-10,6.83932767792109e-10])",4.0,"[-1462132016.9999645,-314.5554480281623,-33.69216874526383,32.079648563741834]"
27,1462132029,10,14,NO STANDING-DAY/TIME LIMITS,1037A,6,06162021,2.0,"(99,[14],[1.0])","(123,[10],[1.0])","(224,[0,1,12,139],[1462132029.0,2.0,1.0,1.0])","(224,[0,1,12,139],[0.9999999972642689,1.3678655243578814e-09,6.839327621789407e-10,6.839327621789407e-10])",4.0,"[-1462132028.9999645,-314.55545059344746,-33.69216902079185,32.07964882127061]"
28,1462132042,10,14,NO STANDING-DAY/TIME LIMITS,1031A,6,06172021,2.0,"(99,[14],[1.0])","(123,[10],[1.0])","(224,[0,1,12,139],[1462132042.0,2.0,1.0,1.0])","(224,[0,1,12,139],[0.999999997264269,1.3678655121960169e-09,6.839327560980084e-10,6.839327560980084e-10])",4.0,"[-1462132041.9999645,-314.55545337250635,-33.692169319280545,32.07964910026011]"
29,1462132054,10,14,NO STANDING-DAY/TIME LIMITS,1037A,6,06172021,2.0,"(99,[14],[1.0])","(123,[10],[1.0])","(224,[0,1,12,139],[1462132054.0,2.0,1.0,1.0])","(224,[0,1,12,139],[0.999999997264269,1.3678655009696806e-09,6.839327504848403e-10,6.839327504848403e-10])",4.0,"[-1462132053.9999645,-314.5554559377915,-33.69216959480857,32.07964935778889]"
30,1462132066,10,14,NO STANDING-DAY/TIME LIMITS,0855A,6,06212021,2.0,"(99,[14],[1.0])","(123,[10],[1.0])","(224,[0,1,12,139],[1462132066.0,2.0,1.0,1.0])","(224,[0,1,12,139],[0.999999997264269,1.3678654897433444e-09,6.839327448716722e-10,6.839327448716722e-10])",4.0,"[-1462132065.9999645,-314.5554585030767,-33.69216987033659,32.07964961531766]"
31,1462132078,10,14,NO STANDING-DAY/TIME LIMITS,0902A,6,06212021,2.0,"(99,[14],[1.0])","(123,[10],[1.0])","(224,[0,1,12,139],[1462132078.0,2.0,1.0,1.0])","(224,[0,1,12,139],[0.999999997264269,1.3678654785170086e-09,6.839327392585043e-10,6.839327392585043e-10])",4.0,"[-1462132077.9999645,-314.5554610683618,-33.69217014586461,32.079649872846446]"
32,1462132080,10,14,NO STANDING-DAY/TIME LIMITS,1011A,6,06212021,2.0,"(99,[14],[1.0])","(123,[10],[1.0])","(224,[0,1,12,139],[1462132080.0,2.0,1.0,1.0])","(224,[0,1,12,139],[0.999999997264269,1.3678654766459527e-09,6.839327383229763e-10,6.839327383229763e-10])",4.0,"[-1462132079.9999645,-314.55546149590936,-33.69217019178595,32.0796499157679]"
33,1462132091,10,14,NO STANDING-DAY/TIME LIMITS,0225P,6,06282021,2.0,"(99,[14],[1.0])","(123,[10],[1.0])","(224,[0,1,12,139],[1462132091.0,2.0,1.0,1.0])","(224,[0,1,12,139],[0.999999997264269,1.3678654663551449e-09,6.839327331775724e-10,6.839327331775724e-10])",4.0,"[-1462132090.9999645,-314.55546384742075,-33.6921704443533,32.07965015183595]"
34,1462132108,10,14,NO STANDING-DAY/TIME LIMITS,0706A,6,06292021,2.0,"(99,[14],[1.0])","(123,[10],[1.0])","(224,[0,1,12,139],[1462132108.0,2.0,1.0,1.0])","(224,[0,1,12,139],[0.9999999972642691,1.3678654504511697e-09,6.839327252255848e-10,6.839327252255848e-10])",4.0,"[-1462132107.9999645,-314.5554674815747,-33.69217083468467,32.07965051666838]"
35,1462132110,10,14,NO STANDING-DAY/TIME LIMITS,1026A,6,06292021,2.0,"(99,[14],[1.0])","(123,[10],[1.0])","(224,[0,1,12,139],[1462132110.0,2.0,1.0,1.0])","(224,[0,1,12,139],[0.9999999972642691,1.3678654485801138e-09,6.839327242900569e-10,6.839327242900569e-10])",4.0,"[-1462132109.9999645,-314.5554679091222,-33.69217088060601,32.079650559589844]"
36,1462132133,10,14,NO STANDING-DAY/TIME LIMITS,1024A,6,06302021,2.0,"(99,[14],[1.0])","(123,[10],[1.0])","(224,[0,1,12,139],[1462132133.0,2.0,1.0,1.0])","(224,[0,1,12,139],[0.9999999972642691,1.3678654270629714e-09,6.839327135314857e-10,6.839327135314857e-10])",4.0,"[-1462132132.9999645,-314.5554728259188,-33.692171408701384,32.079651053186666]"
37,1462132145,10,14,NO STANDING-DAY/TIME LIMITS,1029A,6,06302021,2.0,"(99,[14],[1.0])","(123,[10],[1.0])","(224,[0,1,12,139],[1462132145.0,2.0,1.0,1.0])","(224,[0,1,12,139],[0.9999999972642691,1.3678654158366366e-09,6.839327079183183e-10,6.839327079183183e-10])",4.0,"[-1462132144.9999645,-314.5554753912039,-33.69217168422941,32.07965131071544]"
38,1462132157,10,14,NO STANDING-DAY/TIME LIMITS,0121P,6,06302021,2.0,"(99,[14],[1.0])","(123,[10],[1.0])","(224,[0,1,12,139],[1462132157.0,2.0,1.0,1.0])","(224,[0,1,12,139],[0.9999999972642691,1.3678654046103018e-09,6.839327023051509e-10,6.839327023051509e-10])",4.0,"[-1462132156.9999645,-314.5554779564891,-33.69217195975743,32.079651568244216]"
39,1462132169,10,14,NO STANDING-DAY/TIME LIMITS,0125P,6,06302021,2.0,"(99,[14],[1.0])","(123,[10],[1.0])","(224,[0,1,12,139],[1462132169.0,2.0,1.0,1.0])","(224,[0,1,12,139],[0.9999999972642692,1.3678653933839674e-09,6.839326966919837e-10,6.839326966919837e-10])",4.0,"[-1462132168.9999645,-314.55548052177426,-33.692172235285454,32.07965182577299]"
40,1462132182,10,14,NO STANDING-DAY/TIME LIMITS,0713A,7,07072021,2.0,"(99,[14],[1.0])","(123,[10],[1.0])","(224,[0,1,12,139],[1462132182.0,2.0,1.0,1.0])","(224,[0,1,12,139],[0.9999999972642692,1.3678653812221052e-09,6.839326906110526e-10,6.839326906110526e-10])",4.0,"[-1462132181.9999645,-314.55548330083315,-33.69217253377415,32.079652104762495]"
41,1462132194,10,14,NO STANDING-DAY/TIME LIMITS,0753A,7,07072021,2.0,"(99,[14],[1.0])","(123,[10],[1.0])","(224,[0,1,12,139],[1462132194.0,2.0,1.0,1.0])","(224,[0,1,12,139],[0.9999999972642692,1.367865369995771e-09,6.839326849978855e-10,6.839326849978855e-10])",4.0,"[-1462132193.9999645,-314.5554858661183,-33.69217280930217,32.07965236229127]"
42,1462132273,10,14,NO STANDING-DAY/TIME LIMITS,1029A,6,06162021,2.0,"(99,[14],[1.0])","(123,[10],[1.0])","(224,[0,1,12,139],[1462132273.0,2.0,1.0,1.0])","(224,[0,1,12,139],[0.9999999972642694,1.3678652960890761e-09,6.839326480445381e-10,6.839326480445381e-10])",4.0,"[-1462132272.9999645,-314.55550275424554,-33.69217462319499,32.07965405768905]"
43,1462132297,10,14,NO STANDING-DAY/TIME LIMITS,1034A,6,06162021,2.0,"(99,[14],[1.0])","(123,[10],[1.0])","(224,[0,1,12,139],[1462132297.0,2.0,1.0,1.0])","(224,[0,1,12,139],[0.9999999972642695,1.3678652736364109e-09,6.839326368182054e-10,6.839326368182054e-10])",4.0,"[-1462132296.9999645,-314.5555078848159,-33.692175174251034,32.0796545727466]"
44,1462132364,10,14,NO STANDING-DAY/TIME LIMITS,1027A,6,06162021,2.0,"(99,[14],[1.0])","(123,[10],[1.0])","(224,[0,1,12,139],[1462132364.0,2.0,1.0,1.0])","(224,[0,1,12,139],[0.9999999972642696,1.3678652109560575e-09,6.839326054780288e-10,6.839326054780288e-10])",4.0,"[-1462132363.9999645,-314.555522207658,-33.692176712615826,32.079656010615594]"
45,1462132388,10,14,NO STANDING-DAY/TIME LIMITS,1030A,6,06172021,2.0,"(99,[14],[1.0])","(123,[10],[1.0])","(224,[0,1,12,139],[1462132388.0,2.0,1.0,1.0])","(224,[0,1,12,139],[0.9999999972642696,1.3678651885033952e-09,6.839325942516976e-10,6.839325942516976e-10])",4.0,"[-1462132387.9999645,-314.5555273382283,-33.69217726367187,32.079656525673144]"
46,1462132390,10,14,NO STANDING-DAY/TIME LIMITS,1032A,6,06172021,2.0,"(99,[14],[1.0])","(123,[10],[1.0])","(224,[0,1,12,139],[1462132390.0,2.0,1.0,1.0])","(224,[0,1,12,139],[0.9999999972642696,1.36786518663234e-09,6.8393259331617e-10,6.8393259331617e-10])",4.0,"[-1462132389.9999645,-314.5555277657758,-33.69217730959321,32.07965656859461]"
47,1462164079,34,14,NO STANDING-DAY/TIME LIMITS,0715P,6,06202021,2.0,"(99,[14],[1.0])","(123,[34],[1.0])","(224,[0,1,36,139],[1462164079.0,2.0,1.0,1.0])","(224,[0,1,36,139],[0.9999999972643289,1.3678355413412244e-09,6.839177706706122e-10,6.839177706706122e-10])",9.0,"[-1462164078.9999645,-314.5645024305169,-33.6509117723204,31.91428412683687]"
48,1462166568,34,14,NO STANDING-DAY/TIME LIMITS,1218P,7,07072021,2.0,"(99,[14],[1.0])","(123,[34],[1.0])","(224,[0,1,36,139],[1462166568.0,2.0,1.0,1.0])","(224,[0,1,36,139],[0.9999999972643335,1.3678332129179603e-09,6.839166064589802e-10,6.839166064589802e-10])",9.0,"[-1462166567.9999645,-314.56503451341234,-33.65096892142453,31.914337542597078]"
49,1462166581,34,14,NO STANDING-DAY/TIME LIMITS,1231P,7,07072021,2.0,"(99,[14],[1.0])","(123,[34],[1.0])","(224,[0,1,36,139],[1462166581.0,2.0,1.0,1.0])","(224,[0,1,36,139],[0.9999999972643336,1.3678332007566703e-09,6.839166003783351e-10,6.839166003783351e-10])",9.0,"[-1462166580.9999645,-314.56503729247123,-33.65096921991322,31.914337821586585]"
50,1462175673,10,14,NO STANDING-DAY/TIME LIMITS,0944P,6,06162021,2.0,"(99,[14],[1.0])","(123,[10],[1.0])","(224,[0,1,12,139],[1462175673.0,2.0,1.0,1.0])","(224,[0,1,12,139],[0.9999999972643506,1.3678246953905526e-09,6.839123476952763e-10,6.839123476952763e-10])",4.0,"[-1462175672.9999645,-314.56478053554844,-33.69317111621188,32.080585453427545]"
51,1472426769,114,14,NO STANDING-DAY/TIME LIMITS,1145A,7,07122021,2.0,"(99,[14],[1.0])","(123,[114],[1.0])","(224,[0,1,116,139],[1472426769.0,2.0,1.0,1.0])","(224,[0,1,116,139],[0.9999999972833963,1.3583018433745907e-09,6.791509216872954e-10,6.791509216872954e-10])",33.0,"[-1472426768.9999642,-316.75813880127066,-33.92852895527839,32.16801124912755]"
52,1462685146,109,14,NO STANDING-DAY/TIME LIMITS,0344P,11,11102020,2.0,"(99,[14],[1.0])","(123,[109],[1.0])","(224,[0,1,111,139],[1462685146.0,2.0,1.0,1.0])","(224,[0,1,111,139],[0.9999999972653034,1.3673482635685473e-09,6.836741317842736e-10,6.836741317842736e-10])",28.0,"[-1462685145.9999645,-314.6744490879191,-33.63640141191283,31.7604754813049]"
53,1462685160,109,14,NO STANDING-DAY/TIME LIMITS,0257P,11,11242020,2.0,"(99,[14],[1.0])","(123,[109],[1.0])","(224,[0,1,111,139],[1462685160.0,2.0,1.0,1.0])","(224,[0,1,111,139],[0.9999999972653035,1.3673482504810584e-09,6.836741252405292e-10,6.836741252405292e-10])",28.0,"[-1462685159.9999645,-314.67445208075173,-33.63640173336219,31.76047578175514]"
54,1462695061,34,14,NO STANDING-DAY/TIME LIMITS,0545A,12,12092020,2.0,"(99,[14],[1.0])","(123,[34],[1.0])","(224,[0,1,36,139],[1462695061.0,2.0,1.0,1.0])","(224,[0,1,36,139],[0.999999997265322,1.3673389948847608e-09,6.836694974423804e-10,6.836694974423804e-10])",9.0,"[-1462695060.9999645,-314.67801245060383,-33.66310347405072,31.925679388865]"
55,1462698797,45,14,NO STANDING-DAY/TIME LIMITS,0320P,10,10292020,2.0,"(99,[14],[1.0])","(123,[45],[1.0])","(224,[0,1,47,139],[1462698797.0,2.0,1.0,1.0])","(224,[0,1,47,139],[0.999999997265329,1.3673355024511297e-09,6.836677512255648e-10,6.836677512255648e-10])",12.0,"[-1462698796.9999645,-314.6789537219087,-33.65872870918311,31.91491065253844]"
56,1462698803,45,14,NO STANDING-DAY/TIME LIMITS,0325P,11,11062020,2.0,"(99,[14],[1.0])","(123,[45],[1.0])","(224,[0,1,47,139],[1462698803.0,2.0,1.0,1.0])","(224,[0,1,47,139],[0.999999997265329,1.3673354968423106e-09,6.836677484211553e-10,6.836677484211553e-10])",12.0,"[-1462698802.9999645,-314.6789550045513,-33.65872884694712,31.914910781302826]"
57,1463580162,121,14,NO STANDING-DAY/TIME LIMITS,0343A,7,07242021,2.0,"(99,[14],[1.0])","(123,[121],[1.0])","(224,[0,1,123,139],[1463580162.0,2.0,1.0,1.0])","(224,[0,1,123,139],[0.9999999972669759,1.36651209579182e-09,6.8325604789591e-10,6.8325604789591e-10])",35.0,"[-1463580161.9999645,-314.86673095070375,-33.675747066517275,31.90975539460748]"
58,1463656944,72,14,NO STANDING-DAY/TIME LIMITS,0535P,7,07042021,2.0,"(99,[14],[1.0])","(123,[72],[1.0])","(224,[0,1,74,139],[1463656944.0,2.0,1.0,1.0])","(224,[0,1,74,139],[0.9999999972671192,1.3664404099149605e-09,6.832202049574803e-10,6.832202049574803e-10])",19.0,"[-1463656943.9999645,-314.88349616874797,-33.738243667959004,31.947152485501658]"
59,1463656956,72,14,NO STANDING-DAY/TIME LIMITS,0530P,7,07042021,2.0,"(99,[14],[1.0])","(123,[72],[1.0])","(224,[0,1,74,139],[1463656956.0,2.0,1.0,1.0])","(224,[0,1,74,139],[0.9999999972671192,1.3664403987120041e-09,6.832201993560021e-10,6.832201993560021e-10])",19.0,"[-1463656955.9999645,-314.88349873403314,-33.73824394348703,31.947152743030433]"
60,1464000920,63,14,NO STANDING-DAY/TIME LIMITS,0940A,7,07192021,2.0,"(99,[14],[1.0])","(123,[63],[1.0])","(224,[0,1,65,139],[1464000920.0,2.0,1.0,1.0])","(224,[0,1,65,139],[0.9999999972677613,1.3661193563563625e-09,6.830596781781813e-10,6.830596781781813e-10])",15.0,"[-1464000919.9999645,-314.958390949727,-33.718160838031736,31.918515850041658]"
61,1472444553,115,14,NO STANDING-DAY/TIME LIMITS,0817P,7,07162021,2.0,"(99,[14],[1.0])","(123,[115],[1.0])","(224,[0,1,117,139],[1472444553.0,2.0,1.0,1.0])","(224,[0,1,117,139],[0.9999999972834291,1.358285437975917e-09,6.791427189879585e-10,6.791427189879585e-10])",34.0,"[-1472444552.9999642,-316.75952403443154,-33.91172490134263,32.10484025607125]"
62,1472482761,111,14,NO STANDING-DAY/TIME LIMITS,0834P,7,07072021,2.0,"(99,[14],[1.0])","(123,[111],[1.0])","(224,[0,1,113,139],[1472482761.0,2.0,1.0,1.0])","(224,[0,1,113,139],[0.9999999972834996,1.3582501931694936e-09,6.791250965847468e-10,6.791250965847468e-10])",30.0,"[-1472482760.9999642,-316.77471691348603,-33.96385554676028,32.14170987022648]"
63,1472482773,111,14,NO STANDING-DAY/TIME LIMITS,0835P,7,07072021,2.0,"(99,[14],[1.0])","(123,[111],[1.0])","(224,[0,1,113,139],[1472482773.0,2.0,1.0,1.0])","(224,[0,1,113,139],[0.9999999972834996,1.3582501821004321e-09,6.791250910502161e-10,6.791250910502161e-10])",30.0,"[-1472482772.9999642,-316.77471947877115,-33.9638558222883,32.14171012775525]"
64,1464303381,13,14,NO STANDING-DAY/TIME LIMITS,0140A,7,07042021,2.0,"(99,[14],[1.0])","(123,[13],[1.0])","(224,[0,1,15,139],[1464303381.0,2.0,1.0,1.0])","(224,[0,1,15,139],[0.9999999972683257,1.3658371758800518e-09,6.829185879400259e-10,6.829185879400259e-10])",5.0,"[-1464303380.9999645,-315.0229145654096,-33.700847447288695,31.9488176081573]"
65,1464303411,13,14,NO STANDING-DAY/TIME LIMITS,0130A,7,07042021,2.0,"(99,[14],[1.0])","(123,[13],[1.0])","(224,[0,1,15,139],[1464303411.0,2.0,1.0,1.0])","(224,[0,1,15,139],[0.9999999972683257,1.3658371478973845e-09,6.829185739486922e-10,6.829185739486922e-10])",5.0,"[-1464303410.9999645,-315.0229209786225,-33.70084813610875,31.948818251979237]"
66,1464303435,13,14,NO STANDING-DAY/TIME LIMITS,0130A,7,07042021,2.0,"(99,[14],[1.0])","(123,[13],[1.0])","(224,[0,1,15,139],[1464303435.0,2.0,1.0,1.0])","(224,[0,1,15,139],[0.9999999972683258,1.3658371255112514e-09,6.829185627556257e-10,6.829185627556257e-10])",5.0,"[-1464303434.9999645,-315.0229261091928,-33.7008486871648,31.948818767036787]"
67,1464303472,15,14,NO STANDING-DAY/TIME LIMITS,0138A,7,07042021,2.0,"(99,[14],[1.0])","(123,[15],[1.0])","(224,[0,1,17,139],[1464303472.0,2.0,1.0,1.0])","(224,[0,1,17,139],[0.9999999972683258,1.3658370909992978e-09,6.829185454996489e-10,6.829185454996489e-10])",6.0,"[-1464303471.9999645,-315.0216041383814,-33.697921490723225,31.94382936235127]"
