,SUMMONS,PRECINCT,VIOLATION,DESCRIPTION,TIME,ts_month,ts,dstring,ohe_codes,ohe_pct,features,normFeatures,Quantile,pcaFeatures
184,1457732816,46,20,NO PARKING-DAY/TIME LIMITS,0850A,7,07082021,3.0,"(99,[20],[1.0])","(123,[46],[1.0])","(224,[0,1,48,145],[1457732816.0,3.0,1.0,1.0])","(224,[0,1,48,145],[0.9999999965700161,2.0579902961518077e-09,6.859967653839359e-10,6.859967653839359e-10])",13.0,"[-1457732815.9999642,-314.6195879337871,-33.469232634696986,31.35078469361619]"
185,1457786084,46,20,NO PARKING-DAY/TIME LIMITS,0850A,6,06302021,3.0,"(99,[20],[1.0])","(123,[46],[1.0])","(224,[0,1,48,145],[1457786084.0,3.0,1.0,1.0])","(224,[0,1,48,145],[0.9999999965701415,2.0579150964857368e-09,6.85971698828579e-10,6.85971698828579e-10])",13.0,"[-1457786083.9999642,-314.6309752345807,-33.47045570359155,31.351927863851177]"
186,1459590430,109,20,NO PARKING-DAY/TIME LIMITS,1124A,6,06252021,3.0,"(99,[20],[1.0])","(123,[109],[1.0])","(224,[0,1,111,145],[1459590430.0,3.0,1.0,1.0])","(224,[0,1,111,145],[0.9999999965743815,2.0553711014144868e-09,6.851237004714956e-10,6.851237004714956e-10])",28.0,"[-1459590429.9999642,-315.01576925683105,-33.49512366267773,31.252597161233084]"
187,1459590442,109,20,NO PARKING-DAY/TIME LIMITS,0230P,6,06282021,3.0,"(99,[20],[1.0])","(123,[109],[1.0])","(224,[0,1,111,145],[1459590442.0,3.0,1.0,1.0])","(224,[0,1,111,145],[0.9999999965743815,2.0553710845162857e-09,6.851236948387618e-10,6.851236948387618e-10])",28.0,"[-1459590441.9999642,-315.01577182211616,-33.49512393820575,31.25259741876186]"
188,1459590478,109,20,NO PARKING-DAY/TIME LIMITS,0450P,7,07012021,3.0,"(99,[20],[1.0])","(123,[109],[1.0])","(224,[0,1,111,145],[1459590478.0,3.0,1.0,1.0])","(224,[0,1,111,145],[0.9999999965743817,2.055371033821683e-09,6.85123677940561e-10,6.85123677940561e-10])",28.0,"[-1459590477.9999642,-315.0157795179716,-33.49512476478982,31.252598191348184]"
189,1472301195,108,20,NO PARKING-DAY/TIME LIMITS,0727A,7,07112021,3.0,"(99,[20],[1.0])","(123,[108],[1.0])","(224,[0,1,110,145],[1472301195.0,3.0,1.0,1.0])","(224,[0,1,110,145],[0.9999999966039558,2.0376265400041785e-09,6.792088466680595e-10,6.792088466680595e-10])",27.0,"[-1472301194.999964,-317.73410403010104,-33.81589858677274,31.677948067382783]"
190,1472319254,110,20,NO PARKING-DAY/TIME LIMITS,0125P,7,07092021,3.0,"(99,[20],[1.0])","(123,[110],[1.0])","(224,[0,1,112,145],[1472319254.0,3.0,1.0,1.0])","(224,[0,1,112,145],[0.9999999966039974,2.0376015471247733e-09,6.792005157082578e-10,6.792005157082578e-10])",29.0,"[-1472319253.999964,-317.7338721384443,-33.471234828282974,31.398275450201947]"
191,1472320724,110,20,NO PARKING-DAY/TIME LIMITS,1125A,7,07112021,3.0,"(99,[20],[1.0])","(123,[110],[1.0])","(224,[0,1,112,145],[1472320724.0,3.0,1.0,1.0])","(224,[0,1,112,145],[0.9999999966040009,2.0375995127349728e-09,6.791998375783243e-10,6.791998375783243e-10])",29.0,"[-1472320723.999964,-317.73418638587555,-33.471268580465804,31.39830699747696]"
192,1461355138,77,20,NO PARKING-DAY/TIME LIMITS,0820A,6,06232021,3.0,"(99,[20],[1.0])","(123,[77],[1.0])","(224,[0,1,79,145],[1461355138.0,3.0,1.0,1.0])","(224,[0,1,79,145],[0.9999999965785182,2.0528890696900225e-09,6.842963565633409e-10,6.842963565633409e-10])",21.0,"[-1461355137.9999642,-315.3941220531044,-33.55828203665488,31.438001466753246]"
193,1462118884,104,20,NO PARKING-DAY/TIME LIMITS,0901P,7,07102021,3.0,"(99,[20],[1.0])","(123,[104],[1.0])","(224,[0,1,106,145],[1462118884.0,3.0,1.0,1.0])","(224,[0,1,106,145],[0.9999999965803055,2.051816731573598e-09,6.839389105245326e-10,6.839389105245326e-10])",25.0,"[-1462118883.9999642,-315.5584828271113,-33.576649553177084,31.44223518616411]"
194,1462119918,104,20,NO PARKING-DAY/TIME LIMITS,0910P,7,07042020,3.0,"(99,[20],[1.0])","(123,[104],[1.0])","(224,[0,1,106,145],[1462119918.0,3.0,1.0,1.0])","(224,[0,1,106,145],[0.9999999965803079,2.0518152805445356e-09,6.839384268481786e-10,6.839384268481786e-10])",25.0,"[-1462119917.9999642,-315.55870386918195,-33.57667329450841,31.442257376560274]"
195,1462125086,122,20,NO PARKING-DAY/TIME LIMITS,0443P,7,07112021,3.0,"(99,[20],[1.0])","(123,[122],[1.0])","(224,[0,1,124,145],[1462125086.0,3.0,1.0,1.0])","(224,[0,1,124,145],[0.9999999965803199,2.051808028236621e-09,6.83936009412207e-10,6.83936009412207e-10])",36.0,"[-1462125085.9999642,-315.56081670561537,-33.573959427010074,31.453007977232605]"
196,1462125440,122,20,NO PARKING-DAY/TIME LIMITS,0341P,6,06202021,3.0,"(99,[20],[1.0])","(123,[122],[1.0])","(224,[0,1,124,145],[1462125440.0,3.0,1.0,1.0])","(224,[0,1,124,145],[0.9999999965803208,2.0518075314666315e-09,6.839358438222105e-10,6.839358438222105e-10])",36.0,"[-1462125439.9999642,-315.56089238152737,-33.57396755508675,31.453015574331484]"
197,1462125451,122,20,NO PARKING-DAY/TIME LIMITS,0345P,6,06202021,3.0,"(99,[20],[1.0])","(123,[122],[1.0])","(224,[0,1,124,145],[1462125451.0,3.0,1.0,1.0])","(224,[0,1,124,145],[0.9999999965803208,2.05180751603028e-09,6.839358386767599e-10,6.839358386767599e-10])",36.0,"[-1462125450.9999642,-315.56089473303877,-33.57396780765411,31.453015810399528]"
198,1462126418,122,20,NO PARKING-DAY/TIME LIMITS,1015A,6,06262021,3.0,"(99,[20],[1.0])","(123,[122],[1.0])","(224,[0,1,124,145],[1462126418.0,3.0,1.0,1.0])","(224,[0,1,124,145],[0.999999996580323,2.0518061590355376e-09,6.839353863451792e-10,6.839353863451792e-10])",36.0,"[-1462126417.9999642,-315.56110145226734,-33.57399001062064,31.453036562926698]"
199,1462126522,122,20,NO PARKING-DAY/TIME LIMITS,0157P,6,06282021,3.0,"(99,[20],[1.0])","(123,[122],[1.0])","(224,[0,1,124,145],[1462126522.0,3.0,1.0,1.0])","(224,[0,1,124,145],[0.9999999965803233,2.051806013092053e-09,6.83935337697351e-10,6.83935337697351e-10])",36.0,"[-1462126521.9999642,-315.5611236847387,-33.57399239853017,31.453038794842755]"
200,1462126558,123,20,NO PARKING-DAY/TIME LIMITS,0226P,7,07042021,3.0,"(99,[20],[1.0])","(123,[],[])","(224,[0,1,145],[1462126558.0,3.0,1.0])","(224,[0,1,145],[0.9999999972642587,2.051805963976462e-09,6.839353213254873e-10])",36.0,"[-1462126557.9999642,-315.55919703856296,-33.576732859664396,31.45068997447442]"
201,1462126560,123,20,NO PARKING-DAY/TIME LIMITS,0231P,7,07042021,3.0,"(99,[20],[1.0])","(123,[],[])","(224,[0,1,145],[1462126560.0,3.0,1.0])","(224,[0,1,145],[0.9999999972642587,2.0518059611698567e-09,6.839353203899522e-10])",36.0,"[-1462126559.9999642,-315.55919746611045,-33.57673290558573,31.450690017395885]"
202,1462166570,34,20,NO PARKING-DAY/TIME LIMITS,1224P,7,07072021,3.0,"(99,[20],[1.0])","(123,[34],[1.0])","(224,[0,1,36,145],[1462166570.0,3.0,1.0,1.0])","(224,[0,1,36,145],[0.9999999965804169,2.051749815167263e-09,6.839166050557544e-10,6.839166050557544e-10])",9.0,"[-1462166569.9999642,-315.56792419380184,-33.58074796657312,31.472874133978326]"
203,1462166593,34,20,NO PARKING-DAY/TIME LIMITS,1231P,7,07072021,3.0,"(99,[20],[1.0])","(123,[34],[1.0])","(224,[0,1,36,145],[1462166593.0,3.0,1.0,1.0])","(224,[0,1,36,145],[0.999999996580417,2.0517497828930707e-09,6.839165942976902e-10,6.839165942976902e-10])",9.0,"[-1462166592.9999642,-315.5679291105984,-33.5807484946685,31.472874627575145]"
204,1462172726,10,20,NO PARKING-DAY/TIME LIMITS,1038P,7,07142021,3.0,"(99,[20],[1.0])","(123,[10],[1.0])","(224,[0,1,12,145],[1462172726.0,3.0,1.0,1.0])","(224,[0,1,12,145],[0.9999999965804314,2.0517411769458036e-09,6.839137256486012e-10,6.839137256486012e-10])",4.0,"[-1462172725.9999642,-315.56703979711165,-33.6228824503488,31.63905875711219]"
205,1462174012,6,20,NO PARKING-DAY/TIME LIMITS,0935A,6,06222021,3.0,"(99,[20],[1.0])","(123,[6],[1.0])","(224,[0,1,8,145],[1462174012.0,3.0,1.0,1.0])","(224,[0,1,8,145],[0.9999999965804344,2.051739372414248e-09,6.839131241380827e-10,6.839131241380827e-10])",3.0,"[-1462174011.9999642,-315.5750534745252,-33.56205035103796,31.42971720796842]"
206,1462174024,6,20,NO PARKING-DAY/TIME LIMITS,0124A,7,07192021,3.0,"(99,[20],[1.0])","(123,[6],[1.0])","(224,[0,1,8,145],[1462174024.0,3.0,1.0,1.0])","(224,[0,1,8,145],[0.9999999965804344,2.05173935557571e-09,6.839131185252368e-10,6.839131185252368e-10])",3.0,"[-1462174023.9999642,-315.57505603981036,-33.562050626565984,31.429717465497195]"
207,1462174553,6,20,NO PARKING-DAY/TIME LIMITS,1053P,6,06242021,3.0,"(99,[20],[1.0])","(123,[6],[1.0])","(224,[0,1,8,145],[1462174553.0,3.0,1.0,1.0])","(224,[0,1,8,145],[0.9999999965804356,2.051738613277116e-09,6.83912871092372e-10,6.83912871092372e-10])",3.0,"[-1462174552.9999642,-315.57516912613085,-33.56206277275967,31.429728818224053]"
208,1462175030,6,20,NO PARKING-DAY/TIME LIMITS,0914A,7,07052021,3.0,"(99,[20],[1.0])","(123,[6],[1.0])","(224,[0,1,8,145],[1462175030.0,3.0,1.0,1.0])","(224,[0,1,8,145],[0.9999999965804368,2.051737943945952e-09,6.839126479819839e-10,6.839126479819839e-10])",3.0,"[-1462175029.9999642,-315.57527109621566,-33.562073724998584,31.429739054992886]"
209,1472344716,115,20,NO PARKING-DAY/TIME LIMITS,0857A,7,07172021,3.0,"(99,[20],[1.0])","(123,[115],[1.0])","(224,[0,1,117,145],[1472344716.0,3.0,1.0,1.0])","(224,[0,1,117,145],[0.9999999966040561,2.0375663098533296e-09,6.791887699511098e-10,6.791887699511098e-10])",34.0,"[-1472344715.999964,-317.74107075612295,-33.83921157629967,31.66123422950005]"
210,1472418633,111,20,NO PARKING-DAY/TIME LIMITS,0528P,7,07142021,3.0,"(99,[20],[1.0])","(123,[111],[1.0])","(224,[0,1,113,145],[1472418633.0,3.0,1.0,1.0])","(224,[0,1,113,145],[0.9999999966042267,2.0374640218320845e-09,6.791546739440282e-10,6.791546739440282e-10])",30.0,"[-1472418632.999964,-317.7638972824711,-33.89216212423207,31.69887018490934]"
211,1462176768,1,20,NO PARKING-DAY/TIME LIMITS,0859P,6,06212021,3.0,"(99,[20],[1.0])","(123,[1],[1.0])","(224,[0,1,3,145],[1462176768.0,3.0,1.0,1.0])","(224,[0,1,3,145],[0.9999999965804408,2.051735505170687e-09,6.839118350568957e-10,6.839118350568957e-10])",1.0,"[-1462176767.9999642,-315.5701906033741,-33.57784481258934,31.45360655918748]"
212,1462176800,10,20,NO PARKING-DAY/TIME LIMITS,0503P,6,06232021,3.0,"(99,[20],[1.0])","(123,[10],[1.0])","(224,[0,1,12,145],[1462176800.0,3.0,1.0,1.0])","(224,[0,1,12,145],[0.9999999965804409,2.05173546026809e-09,6.839118200893632e-10,6.839118200893632e-10])",4.0,"[-1462176799.9999642,-315.56791071142106,-33.62297599211264,31.639146188131512]"
213,1462178054,10,20,NO PARKING-DAY/TIME LIMITS,0903A,6,06252021,3.0,"(99,[20],[1.0])","(123,[10],[1.0])","(224,[0,1,12,145],[1462178054.0,3.0,1.0,1.0])","(224,[0,1,12,145],[0.9999999965804438,2.0517337006491083e-09,6.839112335497027e-10,6.839112335497027e-10])",4.0,"[-1462178053.9999642,-315.56817878371953,-33.62300478479106,31.639173099888563]"
214,1462181995,10,20,NO PARKING-DAY/TIME LIMITS,1037P,6,06232021,3.0,"(99,[20],[1.0])","(123,[10],[1.0])","(224,[0,1,12,145],[1462181995.0,3.0,1.0,1.0])","(224,[0,1,12,145],[0.999999996580453,2.0517281706381283e-09,6.839093902127095e-10,6.839093902127095e-10])",4.0,"[-1462181994.9999642,-315.5690212661185,-33.62309527278598,31.639257676630624]"
215,1462189295,110,20,NO PARKING-DAY/TIME LIMITS,1126A,7,07042021,3.0,"(99,[20],[1.0])","(123,[110],[1.0])","(224,[0,1,112,145],[1462189295.0,3.0,1.0,1.0])","(224,[0,1,112,145],[0.9999999965804701,2.0517179273572854e-09,6.839059757857618e-10,6.839059757857618e-10])",29.0,"[-1462189294.9999642,-315.5683526866178,-33.23864419683343,31.18087912200397]"
216,1462189301,110,20,NO PARKING-DAY/TIME LIMITS,1134A,7,07042021,3.0,"(99,[20],[1.0])","(123,[110],[1.0])","(224,[0,1,112,145],[1462189301.0,3.0,1.0,1.0])","(224,[0,1,112,145],[0.9999999965804701,2.0517179189381924e-09,6.839059729793976e-10,6.839059729793976e-10])",29.0,"[-1462189300.9999642,-315.5683539692604,-33.23864433459744,31.180879250768356]"
217,1462563272,83,20,NO PARKING-DAY/TIME LIMITS,1016A,6,06192021,3.0,"(99,[20],[1.0])","(123,[83],[1.0])","(224,[0,1,85,145],[1462563272.0,3.0,1.0,1.0])","(224,[0,1,85,145],[0.9999999965813445,2.0511933036863743e-09,6.837311012287915e-10,6.837311012287915e-10])",22.0,"[-1462563271.9999642,-315.65136200328163,-33.58457036516533,31.440284761068842]"
218,1462563284,83,20,NO PARKING-DAY/TIME LIMITS,1016A,6,06192021,3.0,"(99,[20],[1.0])","(123,[83],[1.0])","(224,[0,1,85,145],[1462563284.0,3.0,1.0,1.0])","(224,[0,1,85,145],[0.9999999965813445,2.0511932868567987e-09,6.837310956189329e-10,6.837310956189329e-10])",22.0,"[-1462563283.9999642,-315.6513645685668,-33.58457064069334,31.44028501859762]"
219,1462567228,83,20,NO PARKING-DAY/TIME LIMITS,0100P,6,06202021,3.0,"(99,[20],[1.0])","(123,[83],[1.0])","(224,[0,1,85,145],[1462567228.0,3.0,1.0,1.0])","(224,[0,1,85,145],[0.9999999965813537,2.0511877555512007e-09,6.837292518504003e-10,6.837292518504003e-10])",22.0,"[-1462567227.9999642,-315.65220769228705,-33.58466119757027,31.440369659721874]"
220,1462567277,83,20,NO PARKING-DAY/TIME LIMITS,0100P,6,06202021,3.0,"(99,[20],[1.0])","(123,[83],[1.0])","(224,[0,1,85,145],[1462567277.0,3.0,1.0,1.0])","(224,[0,1,85,145],[0.9999999965813539,2.0511876868308065e-09,6.837292289436022e-10,6.837292289436022e-10])",22.0,"[-1462567276.9999642,-315.6522181672014,-33.584662322643034,31.440370711297707]"
221,1462571827,23,20,NO PARKING-DAY/TIME LIMITS,1030P,7,07082021,3.0,"(99,[20],[1.0])","(123,[23],[1.0])","(224,[0,1,25,145],[1462571827.0,3.0,1.0,1.0])","(224,[0,1,25,145],[0.9999999965813645,2.0511813056714195e-09,6.837271018904732e-10,6.837271018904732e-10])",7.0,"[-1462571826.9999642,-315.65430392252733,-33.58835253713957,31.463547215250156]"
222,1462575780,33,20,NO PARKING-DAY/TIME LIMITS,1249P,7,07122021,3.0,"(99,[20],[1.0])","(123,[33],[1.0])","(224,[0,1,35,145],[1462575780.0,3.0,1.0,1.0])","(224,[0,1,35,145],[0.9999999965813737,2.051175761808473e-09,6.837252539361576e-10,6.837252539361576e-10])",8.0,"[-1462575779.9999642,-315.6554225627469,-33.587586049141564,31.462357385848495]"
223,1463584120,121,20,NO PARKING-DAY/TIME LIMITS,0420P,7,07122021,3.0,"(99,[20],[1.0])","(123,[121],[1.0])","(224,[0,1,123,145],[1463584120.0,3.0,1.0,1.0])","(224,[0,1,123,145],[0.999999996583729,2.0497625990579804e-09,6.832541996859934e-10,6.832541996859934e-10])",35.0,"[-1463584119.9999642,-315.87046632009867,-33.60561694407082,31.468376884641756]"
224,1463758224,71,20,NO PARKING-DAY/TIME LIMITS,0716A,7,07072021,3.0,"(99,[20],[1.0])","(123,[71],[1.0])","(224,[0,1,73,145],[1463758224.0,3.0,1.0,1.0])","(224,[0,1,73,145],[0.9999999965841353,2.0495187938581354e-09,6.83172931286045e-10,6.83172931286045e-10])",18.0,"[-1463758223.9999642,-315.90808249578953,-33.61671754433306,31.486244621539534]"
225,1463759204,71,20,NO PARKING-DAY/TIME LIMITS,1108A,6,06202021,3.0,"(99,[20],[1.0])","(123,[71],[1.0])","(224,[0,1,73,145],[1463759204.0,3.0,1.0,1.0])","(224,[0,1,73,145],[0.9999999965841376,2.049517421686807e-09,6.831724738956023e-10,6.831724738956023e-10])",18.0,"[-1463759203.9999642,-315.908291994077,-33.61674004578828,31.486265653056208]"
226,1472428894,114,20,NO PARKING-DAY/TIME LIMITS,0351P,7,07082021,3.0,"(99,[20],[1.0])","(123,[114],[1.0])","(224,[0,1,116,145],[1472428894.0,3.0,1.0,1.0])","(224,[0,1,116,145],[0.9999999966042503,2.0374498232393086e-09,6.791499410797695e-10,6.791499410797695e-10])",33.0,"[-1472428893.999964,-317.76148232335845,-33.85835674592641,31.726593401641352]"
227,1472518342,110,20,NO PARKING-DAY/TIME LIMITS,0236A,6,06302021,3.0,"(99,[20],[1.0])","(123,[110],[1.0])","(224,[0,1,112,145],[1472518342.0,3.0,1.0,1.0])","(224,[0,1,112,145],[0.9999999966044566,2.0373260585255037e-09,6.791086861751679e-10,6.791086861751679e-10])",29.0,"[-1472518341.999964,-317.7764319293206,-33.47580602187161,31.402548024275372]"
228,1464305316,13,20,NO PARKING-DAY/TIME LIMITS,1200P,6,06242021,3.0,"(99,[20],[1.0])","(123,[13],[1.0])","(224,[0,1,15,145],[1464305316.0,3.0,1.0,1.0])","(224,[0,1,15,145],[0.9999999965854116,2.0487530551014095e-09,6.829176850338031e-10,6.829176850338031e-10])",5.0,"[-1464305315.9999642,-316.0262174704825,-33.63067087540968,31.507395683132152]"
229,1464305330,13,20,NO PARKING-DAY/TIME LIMITS,1202P,6,06242021,3.0,"(99,[20],[1.0])","(123,[13],[1.0])","(224,[0,1,15,145],[1464305330.0,3.0,1.0,1.0])","(224,[0,1,15,145],[0.9999999965854116,2.048753035513594e-09,6.829176785045313e-10,6.829176785045313e-10])",5.0,"[-1464305329.9999642,-316.0262204633152,-33.63067119685904,31.507395983582388]"
230,1464305353,13,20,NO PARKING-DAY/TIME LIMITS,1207P,6,06242021,3.0,"(99,[20],[1.0])","(123,[13],[1.0])","(224,[0,1,15,145],[1464305353.0,3.0,1.0,1.0])","(224,[0,1,15,145],[0.9999999965854116,2.048753003333612e-09,6.829176677778707e-10,6.829176677778707e-10])",5.0,"[-1464305352.9999642,-316.0262253801117,-33.63067172495442,31.50739647717921]"
231,1465437575,113,20,NO PARKING-DAY/TIME LIMITS,0300A,6,06242021,3.0,"(99,[20],[1.0])","(123,[113],[1.0])","(224,[0,1,115,145],[1465437575.0,3.0,1.0,1.0])","(224,[0,1,115,145],[0.9999999965880498,2.0471701019159067e-09,6.82390033971969e-10,6.82390033971969e-10])",32.0,"[-1465437574.9999642,-316.2669259696929,-33.6621027455972,31.58502848195023]"
232,1465444543,115,20,NO PARKING-DAY/TIME LIMITS,0800A,7,07142021,3.0,"(99,[20],[1.0])","(123,[115],[1.0])","(224,[0,1,117,145],[1465444543.0,3.0,1.0,1.0])","(224,[0,1,117,145],[0.999999996588066,2.0471603678858546e-09,6.823867892952849e-10,6.823867892952849e-10])",34.0,"[-1465444542.9999642,-316.26599481035964,-33.680778990819206,31.51315147081062]"
233,1465579503,73,20,NO PARKING-DAY/TIME LIMITS,1002A,7,07072021,3.0,"(99,[20],[1.0])","(123,[73],[1.0])","(224,[0,1,75,145],[1465579503.0,3.0,1.0,1.0])","(224,[0,1,75,145],[0.9999999965883802,2.0469718521746688e-09,6.823239507248896e-10,6.823239507248896e-10])",20.0,"[-1465579502.9999642,-316.2948882374596,-33.661675160529974,31.479824372113757]"
234,1465579667,73,20,NO PARKING-DAY/TIME LIMITS,1105A,7,07112021,3.0,"(99,[20],[1.0])","(123,[73],[1.0])","(224,[0,1,75,145],[1465579667.0,3.0,1.0,1.0])","(224,[0,1,75,145],[0.9999999965883807,2.0469716231162357e-09,6.823238743720785e-10,6.823238743720785e-10])",20.0,"[-1465579666.9999642,-316.29492329635667,-33.661678926079624,31.47982789167369]"
235,1465579679,73,20,NO PARKING-DAY/TIME LIMITS,1105A,7,07112021,3.0,"(99,[20],[1.0])","(123,[73],[1.0])","(224,[0,1,75,145],[1465579679.0,3.0,1.0,1.0])","(224,[0,1,75,145],[0.9999999965883807,2.0469716063558644e-09,6.823238687852881e-10,6.823238687852881e-10])",20.0,"[-1465579678.9999642,-316.29492586164184,-33.66167920160765,31.479828149202465]"
236,1465580566,73,20,NO PARKING-DAY/TIME LIMITS,1106,6,06162021,3.0,"(99,[20],[1.0])","(123,[73],[1.0])","(224,[0,1,75,145],[1465580566.0,3.0,1.0,1.0])","(224,[0,1,75,145],[0.9999999965883827,2.0469703674858555e-09,6.823234558286185e-10,6.823234558286185e-10])",20.0,"[-1465580565.9999642,-316.29511547896936,-33.66169956772069,31.47984718487113]"
237,1465581560,73,20,NO PARKING-DAY/TIME LIMITS,1213A,7,07112021,3.0,"(99,[20],[1.0])","(123,[73],[1.0])","(224,[0,1,75,145],[1465581560.0,3.0,1.0,1.0])","(224,[0,1,75,145],[0.999999996588385,2.0469689791710774e-09,6.823229930570258e-10,6.823229930570258e-10])",20.0,"[-1465581559.9999642,-316.29532797008955,-33.661722390625265,31.479868516838042]"
238,1465582290,73,20,NO PARKING-DAY/TIME LIMITS,0855P,6,06232021,3.0,"(99,[20],[1.0])","(123,[73],[1.0])","(224,[0,1,75,145],[1465582290.0,3.0,1.0,1.0])","(224,[0,1,75,145],[0.9999999965883868,2.0469679595849646e-09,6.823226531949883e-10,6.823226531949883e-10])",20.0,"[-1465582289.9999642,-316.29548402493634,-33.66173915191334,31.479884183171894]"
239,1465582540,73,20,NO PARKING-DAY/TIME LIMITS,0323P,6,06192021,3.0,"(99,[20],[1.0])","(123,[73],[1.0])","(224,[0,1,75,145],[1465582540.0,3.0,1.0,1.0])","(224,[0,1,75,145],[0.9999999965883873,2.046967610411872e-09,6.823225368039574e-10,6.823225368039574e-10])",20.0,"[-1465582539.9999642,-316.295537468377,-33.661744892080485,31.47988954835472]"
240,1465582850,73,20,NO PARKING-DAY/TIME LIMITS,0040A,6,06252021,3.0,"(99,[20],[1.0])","(123,[73],[1.0])","(224,[0,1,75,145],[1465582850.0,3.0,1.0,1.0])","(224,[0,1,75,145],[0.999999996588388,2.0469671774374026e-09,6.823223924791342e-10,6.823223924791342e-10])",20.0,"[-1465582849.9999642,-316.29560373824347,-33.66175200988775,31.479896201181422]"
241,1472525152,112,20,NO PARKING-DAY/TIME LIMITS,0531P,6,06242021,3.0,"(99,[20],[1.0])","(123,[112],[1.0])","(224,[0,1,114,145],[1472525152.0,3.0,1.0,1.0])","(224,[0,1,114,145],[0.9999999966044723,2.037316636485824e-09,6.791055454952747e-10,6.791055454952747e-10])",31.0,"[-1472525151.999964,-317.7827528244359,-33.81548842883176,31.68274195417109]"
242,1472540529,60,20,NO PARKING-DAY/TIME LIMITS,0557P,6,06202021,3.0,"(99,[20],[1.0])","(123,[60],[1.0])","(224,[0,1,62,145],[1472540529.0,3.0,1.0,1.0])","(224,[0,1,62,145],[0.9999999966045078,2.03729536181311e-09,6.790984539377033e-10,6.790984539377033e-10])",14.0,"[-1472540528.999964,-317.78509775671694,-33.8337349381723,31.69288537050984]"
243,1472540530,60,20,NO PARKING-DAY/TIME LIMITS,0509P,7,07222021,3.0,"(99,[20],[1.0])","(123,[60],[1.0])","(224,[0,1,62,145],[1472540530.0,3.0,1.0,1.0])","(224,[0,1,62,145],[0.9999999966045078,2.037295360429586e-09,6.790984534765285e-10,6.790984534765285e-10])",14.0,"[-1472540529.999964,-317.7850979704907,-33.83373496113297,31.69288539197057]"
244,1472579112,72,20,NO PARKING-DAY/TIME LIMITS,0443P,7,07172021,3.0,"(99,[20],[1.0])","(123,[72],[1.0])","(224,[0,1,74,145],[1472579112.0,3.0,1.0,1.0])","(224,[0,1,74,145],[0.9999999966045967,2.037241982700207e-09,6.79080660900069e-10,6.79080660900069e-10])",19.0,"[-1472579111.999964,-317.79371084674364,-33.872881609756405,31.697165284039603]"
245,1465606221,83,20,NO PARKING-DAY/TIME LIMITS,0815A,7,07082021,3.0,"(99,[20],[1.0])","(123,[83],[1.0])","(224,[0,1,85,145],[1465606221.0,3.0,1.0,1.0])","(224,[0,1,85,145],[0.9999999965884424,2.0469345358798986e-09,6.823115119599662e-10,6.823115119599662e-10])",22.0,"[-1465606220.9999642,-316.3018646608359,-33.65443850869668,31.505588671923142]"
246,1465606312,83,20,NO PARKING-DAY/TIME LIMITS,1208P,7,07112021,3.0,"(99,[20],[1.0])","(123,[83],[1.0])","(224,[0,1,85,145],[1465606312.0,3.0,1.0,1.0])","(224,[0,1,85,145],[0.9999999965884426,2.0469344087850298e-09,6.823114695950099e-10,6.823114695950099e-10])",22.0,"[-1465606311.9999642,-316.3018841142483,-33.654440598117525,31.50559062484969]"
247,1466141311,0,20,NO PARKING-DAY/TIME LIMITS,0945A,6,06242021,3.0,"(99,[20],[1.0])","(123,[0],[1.0])","(224,[0,1,2,145],[1466141311.0,3.0,1.0,1.0])","(224,[0,1,2,145],[0.9999999965896875,2.0461874767875377e-09,6.820624922625125e-10,6.820624922625125e-10])",1.0,"[-1466141310.9999642,-316.4169824754705,-33.67091197775482,31.536938221305768]"
248,1466141360,44,20,NO PARKING-DAY/TIME LIMITS,0930A,6,06282021,3.0,"(99,[20],[1.0])","(123,[44],[1.0])","(224,[0,1,46,145],[1466141360.0,3.0,1.0,1.0])","(224,[0,1,46,145],[0.9999999965896876,2.0461874084017814e-09,6.820624694672604e-10,6.820624694672604e-10])",11.0,"[-1466141359.9999642,-316.4167247023892,-33.691022803334775,31.584820392696614]"
249,1466141414,44,20,NO PARKING-DAY/TIME LIMITS,0930A,6,06302021,3.0,"(99,[20],[1.0])","(123,[44],[1.0])","(224,[0,1,46,145],[1466141414.0,3.0,1.0,1.0])","(224,[0,1,46,145],[0.9999999965896877,2.0461873330378918e-09,6.820624443459639e-10,6.820624443459639e-10])",11.0,"[-1466141413.9999642,-316.41673624617243,-33.69102404321088,31.584821551576105]"
250,1466141426,44,20,NO PARKING-DAY/TIME LIMITS,0815A,7,07012021,3.0,"(99,[20],[1.0])","(123,[44],[1.0])","(224,[0,1,46,145],[1466141426.0,3.0,1.0,1.0])","(224,[0,1,46,145],[0.9999999965896879,2.0461873162903613e-09,6.820624387634537e-10,6.820624387634537e-10])",11.0,"[-1466141425.9999642,-316.4167388114576,-33.6910243187389,31.58482180910488]"
251,1466141440,44,20,NO PARKING-DAY/TIME LIMITS,0810A,7,07022021,3.0,"(99,[20],[1.0])","(123,[44],[1.0])","(224,[0,1,46,145],[1466141440.0,3.0,1.0,1.0])","(224,[0,1,46,145],[0.9999999965896879,2.0461872967515764e-09,6.820624322505255e-10,6.820624322505255e-10])",11.0,"[-1466141439.9999642,-316.41674180429027,-33.69102464018826,31.58482210955512]"
